# chunk 1009 1409 levels 0..0 squares 64
1009 1409 8072 11272 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8032,11272
998 1406 7985 11248 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,37=12,39=0,63=268,70=1,95=2,109=0,117=25,118=1,137=1,138=55,147=2,149=0,150=1,156=4,158=0,161=97,162=2,178=0,181=0,197=4,200=2,207=6 | 134201343 134201343 18911232 | 1 0 0 | 124 | 12103557142544437 | @7968,11216
998 1406 7986 11248 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134004735 134004735 0 | 1 0 0 | 124 | 12103557142544437 | @7968,11216
998 1406 7987 11248 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133967871 133967871 0 | 1 0 0 | 124 | 12103557142544437 | @7968,11216
998 1406 7988 11248 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134115327 134115327 75644928 | 1 0 0 | 124 | 12103557142544437 | @7968,11216
998 1406 7989 11248 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=29,39=0,63=606,70=4,95=0,109=15,117=9,118=1,137=0,138=55,147=0,149=0,150=0,156=4,157=0,158=0,172=4,178=0,181=0,197=8,201=4 | 134201343 134201343 18911232 | 1 0 0 | 124 | 12103557142544429 | @7968,11216
998 1406 7990 11248 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134004735 134004735 0 | 1 0 0 | 124 | 12103557142544429 | @7968,11216
998 1406 7991 11248 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134115327 134115327 0 | 1 0 0 | 28 | 12103557142544429 | @7968,11216
998 1406 7984 11249 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1406 7985 11249 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,37=12,39=0,63=268,70=1,95=2,109=0,117=25,118=1,137=1,138=55,147=2,149=0,150=1,156=4,158=0,161=98,162=2,178=0,181=0,197=4,200=2,207=3 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7986 11249 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7987 11249 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7988 11249 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7989 11249 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=29,39=0,63=606,70=4,95=0,109=15,117=9,118=1,137=0,138=55,147=0,149=0,150=0,156=4,157=0,158=0,172=4,178=0,181=0,197=8,201=4 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7990 11249 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7991 11249 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1406 7984 11250 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1406 7985 11250 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,39=0,70=14,90=2,91=0,92=81,95=2,109=7,117=41,137=1,138=403,147=0,149=0,150=1,156=4,158=0,162=39,174=0,178=0,181=0,197=10,200=39 | 134004735 134004735 19173888 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7986 11250 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7987 11250 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7988 11250 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7989 11250 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=29,39=0,63=606,70=4,95=0,109=15,117=9,118=1,137=0,138=55,147=0,149=0,150=0,156=4,157=0,158=0,172=4,178=0,181=0,197=8,201=4 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7990 11250 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7991 11250 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1406 7984 11251 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1406 7985 11251 0 | WallW,attachedFloor,attachedW,collideW,cutW,diamondFloor,solidfloor | 23=7,70=14,95=2,109=23,137=1,138=177,147=5,149=0,150=1,156=4,158=0,178=0 | 134201343 134201343 86479360 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7986 11251 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133997567 133997567 32768 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7987 11251 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134095359 134095359 131072 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7988 11251 0 | attachedE,attachedFloor,diamondFloor,solidfloor | 23=7,63=303,95=0,109=23,137=3,138=248,147=5,150=0,156=0,158=0,178=0 | 134212095 134212095 93571072 | 1 0 0 | 255 | 12103557142544437 | @7968,11216
998 1406 7989 11251 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=29,39=0,63=606,70=4,95=0,109=15,117=9,118=1,137=0,138=55,147=0,149=0,150=0,156=4,157=0,158=0,172=4,178=0,181=0,197=8,201=4 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7990 11251 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7991 11251 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1406 7984 11252 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1406 7985 11252 0 | WallNW,attachedFloor,attachedW,collideN,collideW,container,cutN,cutW,diamondFloor,solidfloor,solidtrans | 10=0,23=7,33=19,39=0,54=294,62=296,70=14,90=11,95=2,99=0,109=2,117=33,128=0,137=1,138=229,147=4,150=1,155=19,156=4,158=0,162=24,168=0,174=0,178=0,181=0,192=19,200=24 | 134201343 134201343 20749824 | 1 33 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7986 11252 0 | DoorWallN,DoubleDoor1,WallSE,attachedFloor,attachedN,cutN,cutW,diamondFloor,doorN,open,solidfloor | 5=1,23=7,40=0,70=4,79=0,86=0,95=2,109=0,137=1,138=124,147=5,150=1,156=4,158=0,178=0,181=0,197=17 | 134001663 134001663 262656 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7987 11252 0 | DoorWallN,DoubleDoor2,attachedE,attachedFloor,attachedN,cutN,diamondFloor,doorN,open,solidfloor | 5=1,23=7,40=0,70=4,79=1,86=0,95=2,109=0,137=1,138=124,147=5,150=1,156=4,158=0,178=0,181=0,197=17 | 133966335 133966335 1050624 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7988 11252 0 | HasLightOnSprite,WallN,attachedFloor,attachedN,collideN,cutN,diamondFloor,solidfloor | 23=7,63=311,70=14,95=0,109=23,137=3,138=248,147=5,148=0,150=0,156=0,158=0,178=0 | 134115327 134115327 77483520 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7989 11252 0 | HasLightOnSprite,WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,33=10,39=0,63=49,70=6,90=4,95=2,105=98,109=6,117=9,118=1,137=2,138=27,144=97,147=10,149=0,150=1,152=0,155=0,156=4,157=0,158=0,161=95,162=0,172=4,178=0,180=0,181=0,190=3,192=0,193=2,195=3,196=0,197=3,200=0,201=6,220=4,229=0 | 134201343 134201343 19173888 | 1 63 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7990 11252 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7991 11252 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1406 7984 11253 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1406 7985 11253 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 10=0,23=7,33=19,39=0,70=14,90=11,95=2,109=2,117=33,128=0,137=1,138=229,147=4,149=0,150=1,155=19,156=4,158=0,162=24,168=0,174=0,178=0,181=0,192=19,200=24 | 134004735 134004735 19173888 | 1 33 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7986 11253 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7987 11253 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7988 11253 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7989 11253 0 | HasLightOnSprite,WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,33=10,39=0,63=49,70=6,90=4,95=2,105=98,109=6,117=9,118=1,137=2,138=27,144=97,147=10,149=0,150=1,152=0,155=0,156=4,157=0,158=0,161=95,162=0,172=4,178=0,180=0,181=0,190=3,192=0,193=2,195=3,196=0,197=3,200=0,201=6,220=4,229=0 | 134004735 134004735 19173888 | 1 63 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7990 11253 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7991 11253 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1406 7984 11254 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1406 7985 11254 0 | WallW,attachedFloor,attachedW,collideW,cutW,diamondFloor,solidfloor | 23=7,70=14,95=2,109=23,137=1,138=177,147=5,149=0,150=1,156=4,158=0,178=0 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7986 11254 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133997567 133997567 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7987 11254 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7988 11254 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133966335 133966335 76548096 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1406 7989 11254 0 | DoorWallW,DoubleDoor2,WallSE,attachedFloor,cutW,diamondFloor,solidfloor | 9=0,23=7,40=0,79=1,88=0,95=2,109=15,137=1,138=179,147=5,150=1,156=4,158=0,172=9,178=0,181=0 | 133967871 133967871 262656 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7990 11254 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 133964799 133964799 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1406 7991 11254 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1406 7984 11255 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134216703 134216703 9455616 | 0 0 0 | 193 | -1 | @7968,11216
998 1406 7985 11255 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 10=0,23=7,33=19,39=0,70=14,90=11,95=2,109=2,117=33,128=0,137=1,138=229,147=4,149=0,150=1,155=19,156=4,158=0,162=24,168=0,174=0,178=0,181=0,192=19,200=24 | 134198271 134198271 2363904 | 1 33 0 | 199 | 12103557142544435 | @7968,11216
998 1406 7986 11255 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134198271 134198271 0 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1406 7987 11255 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134193663 134193663 0 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1406 7988 11255 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134193663 134193663 9437184 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1406 7989 11255 0 | DoorWallW,DoubleDoor1,attachedFloor,cutW,diamondFloor,solidfloor | 23=7,40=0,79=0,88=0,95=2,109=15,137=1,138=179,147=5,150=1,156=4,158=0,178=0,181=0 | 134193663 134193663 0 | 1 0 0 | 199 | 12103557142544429 | @7968,11216
998 1406 7990 11255 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134193663 134193663 0 | 1 0 0 | 199 | 12103557142544429 | @7968,11216
998 1406 7991 11255 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134212095 134212095 0 | 1 0 0 | 7 | 12103557142544429 | @7968,11216
998 1406 7984 11248 1 | exterior |  | 134152175 134217583 75645216 | 0 0 0 | 112 | -1 | -
998 1406 7985 11248 1 | WallW,collideW,cutW | 70=14,149=0 | 134004735 134217687 132157512 | 1 0 0 | 124 | 12103557142544490 | -
998 1406 7986 11248 1 |  |  | 133967855 134217551 132120576 | 1 0 0 | 124 | 12103557142544490 | -
998 1406 7987 11248 1 |  |  | 133967855 134217543 132120576 | 1 0 0 | 124 | 12103557142544490 | -
998 1406 7988 11248 1 |  |  | 134115311 134217575 132268320 | 1 0 0 | 124 | 12103557142544490 | -
998 1406 7989 11248 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134004735 134217687 132157512 | 1 0 0 | 124 | 12103557142544486 | -
998 1406 7990 11248 1 |  |  | 133967855 134217551 132120576 | 1 0 0 | 124 | 12103557142544486 | -
998 1406 7991 11248 1 |  |  | 134115311 134217575 56623104 | 1 0 0 | 28 | 12103557142544486 | -
998 1406 7984 11249 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1406 7985 11249 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7986 11249 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7987 11249 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7988 11249 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7989 11249 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7990 11249 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7991 11249 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1406 7984 11250 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1406 7985 11250 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217559 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7986 11250 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7987 11250 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7988 11250 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7989 11250 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7990 11250 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7991 11250 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1406 7984 11251 1 | exterior |  | 134151151 134217549 76695844 | 0 0 0 | 241 | -1 | -
998 1406 7985 11251 1 | WallW,collideW,cutW | 70=14,149=0 | 134001647 134217671 133993161 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7986 11251 1 |  |  | 133964271 134217541 133955648 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7987 11251 1 |  |  | 133964271 134217541 133955840 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7988 11251 1 |  |  | 134113775 134217573 134105508 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7989 11251 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7990 11251 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7991 11251 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1406 7984 11252 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1406 7985 11252 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217685 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7986 11252 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7987 11252 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7988 11252 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7989 11252 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7990 11252 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7991 11252 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1406 7984 11253 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1406 7985 11253 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217559 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7986 11253 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7987 11253 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7988 11253 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7989 11253 1 | WallW,attachedW,collideW,cutW | 9=0,35=1,39=0,63=141,70=15,95=1,109=8,118=1,138=238,147=19,149=0,150=1,156=0,157=0,158=0,172=4,174=0,181=0,229=1 | 134001663 134217559 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7990 11253 1 |  | 39=0,109=8,174=0,181=0 | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7991 11253 1 |  | 39=0,109=8,174=0,181=0 | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1406 7984 11254 1 | exterior |  | 134151151 134217549 76695844 | 0 0 0 | 241 | -1 | -
998 1406 7985 11254 1 | WallW,collideW,cutW | 70=14,149=0 | 134001647 134217671 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7986 11254 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7987 11254 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7988 11254 1 |  |  | 134113775 134217541 134105348 | 1 0 0 | 255 | 12103557142544490 | -
998 1406 7989 11254 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001647 134217543 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7990 11254 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1406 7991 11254 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1406 7984 11255 1 | exterior |  | 134216687 134217709 9455652 | 0 0 0 | 193 | -1 | -
998 1406 7985 11255 1 | WallW,collideW,cutW | 70=14,149=0 | 134198271 134217685 16519689 | 1 0 0 | 199 | 12103557142544490 | -
998 1406 7986 11255 1 |  |  | 134193647 134217677 16515072 | 1 0 0 | 199 | 12103557142544490 | -
998 1406 7987 11255 1 |  |  | 134193647 134217669 16515072 | 1 0 0 | 199 | 12103557142544490 | -
998 1406 7988 11255 1 |  |  | 134212079 134217669 16533508 | 1 0 0 | 199 | 12103557142544490 | -
998 1406 7989 11255 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134198255 134217669 16519689 | 1 0 0 | 199 | 12103557142544486 | -
998 1406 7990 11255 1 |  |  | 134193647 134217669 16515072 | 1 0 0 | 199 | 12103557142544486 | -
